"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"318","565467","jobfind","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"319","565467","jobfind","Pleasant personality","psychology","0","knowledge","cross-sector"
"320","565467","jobfind","Trading capacity","trading law","0","knowledge","cross-sector"
"321","565467","jobfind","Organized","work in an organised manner","0","skill/competence","cross-sector"
"322","565467","jobfind","Travelability","analyse ways to reduce travel time","0","skill/competence","sector-specific"
"323","565467","jobfind","Professional appearance","take care of personal appearance","0","skill/competence","cross-sector"
"324","565467","jobfind","Team spirit of cooperation","work as a team","0","skill/competence","cross-sector"
"325","565468","jobfind","Computer skills","use a computer","0","skill/competence","cross-sector"
"326","565468","jobfind","English language skills","english","0","knowledge","transversal"
"327","565468","jobfind","Communication skills","communication principles","0","knowledge","cross-sector"
"328","565468","jobfind","Convincing and negotiating ability","present arguments persuasively","0","skill/competence","cross-sector"
"329","565468","jobfind","Desired knowledge","business knowledge","0","knowledge","sector-specific"
"330","565469","jobfind","Consistency","adjust solutions' consistency","0","skill/competence","cross-sector"
"331","565469","jobfind","Disposal for work group spirit","dispose waste","0","skill/competence","cross-sector"
"332","565470","jobfind","Flexibility","cope with pressure","0","skill/competence","transversal"
"333","565470","jobfind","Group spirit","team building","0","knowledge","occupation-specific"
"334","565471","jobfind","Technical knowledge on maintenance of machinery","maintain industrial equipment","0","skill/competence","cross-sector"
"335","565471","jobfind","Machinery knowledge","machine tools","0","knowledge","sector-specific"
"336","565471","jobfind","English language","english","0","knowledge","transversal"
"337","565471","jobfind","Computer responsibility","apply ict system usage policies","0","skill/competence","sector-specific"
"338","565471","jobfind","Consistency","adjust solutions' consistency","0","skill/competence","cross-sector"
"339","565471","jobfind","Teamwork ability to work in shifts","plan teamwork","0","skill/competence","sector-specific"
"340","565472","jobfind","Knowledge of English","english","0","knowledge","transversal"
"341","565473","jobfind","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"342","565473","jobfind","Pleasant presence","adopt a relaxed posture","0","skill/competence","sector-specific"
"343","565473","jobfind","Good knowledge of English","english","0","knowledge","transversal"
"344","565473","jobfind","Experience in sales (to be assessed)","carry out sales analysis","0","skill/competence","sector-specific"
"345","565473","jobfind","Flexibility of time and nights facilities","schedule recreation facilities","0","skill/competence","sector-specific"
"346","565477","jobfind","pleasant personality","psychology","0","knowledge","cross-sector"
"347","565477","jobfind","excellent customer service","deliver outstanding service","0","skill/competence","cross-sector"
"348","565477","jobfind","group spirit","team building","0","knowledge","occupation-specific"
"349","565477","jobfind","professionalism","show professional responsibility","0","skill/competence","cross-sector"
"350","565478","jobfind","Developed sales skills","sales strategies","0","knowledge","sector-specific"
"351","565478","jobfind","Taking initiatives and responsibilities","meet commitments","0","skill/competence","transversal"
"352","565478","jobfind","English language knowledge","english","0","knowledge","transversal"
"353","565480","jobfind","Good knowledge of English language (written and spoken)","english","0","knowledge","transversal"
"354","565480","jobfind","Ability to manage multiple requests simultaneously","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"355","565480","jobfind","Problem-solving skills","address problems critically","0","skill/competence","cross-sector"
"356","565480","jobfind","Attention to detail","attention to detail","0","knowledge","cross-sector"
"357","565482","jobfind","Communication with organizational skills","work as a team","0","skill/competence","cross-sector"
"358","565482","jobfind","Spirit of teamwork and cooperation","teamwork principles","0","knowledge","cross-sector"
"359","565482","jobfind","Knowledge of procedures A.C.P.","create documented procedures","0","skill/competence","occupation-specific"
"360","565483","jobfind","Excellent communication and negotiating skills","promote communication between parties","0","skill/competence","occupation-specific"
"361","565483","jobfind","Extroversion and dynamism","exude enthusiasm during the action sessions","0","skill/competence","occupation-specific"
"362","565483","jobfind","Pre-service in a role of sales or promotion of products","sell services","0","skill/competence","cross-sector"
"363","565484","jobfind","Passion for cash transactions","handle petty cash","0","skill/competence","cross-sector"
"364","565484","jobfind","Organization of the process","production processes","0","knowledge","cross-sector"
"365","565484","jobfind","Knowledge of fund A C C P","assist in fund management","0","skill/competence","occupation-specific"
"366","565484","jobfind","Economic direction studies","analyse economic trends","0","skill/competence","cross-sector"
"367","565486","jobfind","Knowledge of textile dye","dyeing technology","0","knowledge","sector-specific"
